name	path	emotion
['Ses05M', 'impro05', 'M022']	IEMOCAP_mp3/Ses05M_impro05_M022_neu.mp3	negative
['Ses05M', 'script01', '1', 'M029']	IEMOCAP_mp3/Ses05M_script01_1_M029_fru.mp3	negative
['Ses02F', 'impro08', 'F024']	IEMOCAP_mp3/Ses02F_impro08_F024_neu.mp3	negative
['Ses01F', 'script02', '1', 'F023']	IEMOCAP_mp3/Ses01F_script02_1_F023_fru.mp3	negative
['Ses02M', 'impro07', 'M032']	IEMOCAP_mp3/Ses02M_impro07_M032_exc.mp3	negative
['Ses03F', 'script03', '2', 'F018']	IEMOCAP_mp3/Ses03F_script03_2_F018_ang.mp3	positive
['Ses01M', 'impro02', 'F006']	IEMOCAP_mp3/Ses01M_impro02_F006_fru.mp3	negative
['Ses01M', 'script01', '2', 'M013']	IEMOCAP_mp3/Ses01M_script01_2_M013_fru.mp3	negative
['Ses05M', 'impro04', 'M000']	IEMOCAP_mp3/Ses05M_impro04_M000_fru.mp3	negative
['Ses05F', 'script03', '2', 'F032']	IEMOCAP_mp3/Ses05F_script03_2_F032_ang.mp3	positive
['Ses04M', 'script02', '1', 'F021']	IEMOCAP_mp3/Ses04M_script02_1_F021_fru.mp3	negative
['Ses05F', 'impro03', 'M003']	IEMOCAP_mp3/Ses05F_impro03_M003_exc.mp3	negative
['Ses04F', 'script03', '2', 'F037']	IEMOCAP_mp3/Ses04F_script03_2_F037_ang.mp3	positive
['Ses01F', 'script01', '3', 'F016']	IEMOCAP_mp3/Ses01F_script01_3_F016_neu.mp3	negative
['Ses05M', 'impro01', 'F008']	IEMOCAP_mp3/Ses05M_impro01_F008_fru.mp3	negative
['Ses05M', 'impro07', 'F008']	IEMOCAP_mp3/Ses05M_impro07_F008_hap.mp3	negative
['Ses02F', 'script01', '3', 'M010']	IEMOCAP_mp3/Ses02F_script01_3_M010_exc.mp3	negative
['Ses04F', 'impro03', 'F000']	IEMOCAP_mp3/Ses04F_impro03_F000_exc.mp3	negative
['Ses02M', 'script01', '1', 'F018']	IEMOCAP_mp3/Ses02M_script01_1_F018_neu.mp3	negative
['Ses05M', 'impro07', 'F039']	IEMOCAP_mp3/Ses05M_impro07_F039_hap.mp3	negative
['Ses01M', 'script03', '1', 'M031']	IEMOCAP_mp3/Ses01M_script03_1_M031_hap.mp3	negative
['Ses04M', 'impro05', 'M003']	IEMOCAP_mp3/Ses04M_impro05_M003_fru.mp3	negative
['Ses01F', 'script03', '1', 'F022']	IEMOCAP_mp3/Ses01F_script03_1_F022_hap.mp3	negative
['Ses01M', 'script03', '1', 'M019']	IEMOCAP_mp3/Ses01M_script03_1_M019_hap.mp3	negative
['Ses03M', 'script01', '3', 'F034']	IEMOCAP_mp3/Ses03M_script01_3_F034_hap.mp3	negative
['Ses01F', 'script01', '2', 'M017']	IEMOCAP_mp3/Ses01F_script01_2_M017_ang.mp3	positive
['Ses05M', 'impro02', 'F019']	IEMOCAP_mp3/Ses05M_impro02_F019_fea.mp3	negative
['Ses02F', 'impro05', 'F019']	IEMOCAP_mp3/Ses02F_impro05_F019_ang.mp3	positive
['Ses01M', 'script01', '2', 'M016']	IEMOCAP_mp3/Ses01M_script01_2_M016_ang.mp3	positive
['Ses05F', 'script02', '1', 'F011']	IEMOCAP_mp3/Ses05F_script02_1_F011_neu.mp3	negative
['Ses04F', 'impro07', 'M082']	IEMOCAP_mp3/Ses04F_impro07_M082_neu.mp3	negative
['Ses03F', 'script03', '2', 'F015']	IEMOCAP_mp3/Ses03F_script03_2_F015_ang.mp3	positive
['Ses02M', 'impro08', 'F011']	IEMOCAP_mp3/Ses02M_impro08_F011_fru.mp3	negative
['Ses03F', 'script01', '1', 'M049']	IEMOCAP_mp3/Ses03F_script01_1_M049_neu.mp3	negative
['Ses02M', 'script03', '1', 'M020']	IEMOCAP_mp3/Ses02M_script03_1_M020_exc.mp3	negative
['Ses04M', 'script03', '2', 'M004']	IEMOCAP_mp3/Ses04M_script03_2_M004_fru.mp3	negative
['Ses01M', 'script03', '2', 'M022']	IEMOCAP_mp3/Ses01M_script03_2_M022_ang.mp3	positive
['Ses04M', 'impro07', 'F023']	IEMOCAP_mp3/Ses04M_impro07_F023_neu.mp3	negative
['Ses04M', 'impro03', 'M031']	IEMOCAP_mp3/Ses04M_impro03_M031_neu.mp3	negative
['Ses04F', 'impro08', 'M017']	IEMOCAP_mp3/Ses04F_impro08_M017_ang.mp3	positive
['Ses05M', 'impro06', 'F002']	IEMOCAP_mp3/Ses05M_impro06_F002_sad.mp3	negative
['Ses03M', 'impro05b', 'M016']	IEMOCAP_mp3/Ses03M_impro05b_M016_ang.mp3	positive
['Ses04F', 'script01', '1', 'F023']	IEMOCAP_mp3/Ses04F_script01_1_F023_ang.mp3	positive
['Ses01F', 'script01', '3', 'M019']	IEMOCAP_mp3/Ses01F_script01_3_M019_hap.mp3	negative
['Ses04M', 'impro08', 'F011']	IEMOCAP_mp3/Ses04M_impro08_F011_fru.mp3	negative
['Ses04F', 'impro07', 'M039']	IEMOCAP_mp3/Ses04F_impro07_M039_exc.mp3	negative
['Ses03M', 'impro02', 'M026']	IEMOCAP_mp3/Ses03M_impro02_M026_sad.mp3	negative
['Ses04M', 'script02', '2', 'M018']	IEMOCAP_mp3/Ses04M_script02_2_M018_fru.mp3	negative
['Ses03M', 'script03', '2', 'F012']	IEMOCAP_mp3/Ses03M_script03_2_F012_neu.mp3	negative
['Ses02F', 'impro07', 'M027']	IEMOCAP_mp3/Ses02F_impro07_M027_exc.mp3	negative
['Ses04F', 'script01', '3', 'M009']	IEMOCAP_mp3/Ses04F_script01_3_M009_hap.mp3	negative
['Ses05M', 'impro04', 'F030']	IEMOCAP_mp3/Ses05M_impro04_F030_neu.mp3	negative
['Ses02F', 'script03', '2', 'F038']	IEMOCAP_mp3/Ses02F_script03_2_F038_ang.mp3	positive
['Ses04M', 'script01', '1', 'M040']	IEMOCAP_mp3/Ses04M_script01_1_M040_neu.mp3	negative
['Ses01M', 'impro06', 'F016']	IEMOCAP_mp3/Ses01M_impro06_F016_neu.mp3	negative
['Ses03F', 'script01', '1', 'F053']	IEMOCAP_mp3/Ses03F_script01_1_F053_neu.mp3	negative
['Ses02F', 'script03', '1', 'M019']	IEMOCAP_mp3/Ses02F_script03_1_M019_exc.mp3	negative
['Ses03M', 'script01', '3', 'M042']	IEMOCAP_mp3/Ses03M_script01_3_M042_sad.mp3	negative
['Ses05M', 'script01', '1', 'M024']	IEMOCAP_mp3/Ses05M_script01_1_M024_fru.mp3	negative
['Ses02M', 'impro08', 'F007']	IEMOCAP_mp3/Ses02M_impro08_F007_neu.mp3	negative
['Ses05M', 'impro07', 'M002']	IEMOCAP_mp3/Ses05M_impro07_M002_exc.mp3	negative
['Ses05F', 'impro03', 'M068']	IEMOCAP_mp3/Ses05F_impro03_M068_hap.mp3	negative
['Ses04F', 'script03', '2', 'M001']	IEMOCAP_mp3/Ses04F_script03_2_M001_ang.mp3	positive
['Ses01M', 'script01', '1', 'F032']	IEMOCAP_mp3/Ses01M_script01_1_F032_ang.mp3	positive
['Ses01M', 'script03', '2', 'M029']	IEMOCAP_mp3/Ses01M_script03_2_M029_ang.mp3	positive
['Ses04F', 'impro02', 'F017']	IEMOCAP_mp3/Ses04F_impro02_F017_ang.mp3	positive
['Ses02M', 'impro06', 'F001']	IEMOCAP_mp3/Ses02M_impro06_F001_sur.mp3	negative
['Ses05M', 'impro07', 'M021']	IEMOCAP_mp3/Ses05M_impro07_M021_exc.mp3	negative
['Ses05F', 'impro03', 'F034']	IEMOCAP_mp3/Ses05F_impro03_F034_hap.mp3	negative
['Ses05F', 'script01', '1', 'F007']	IEMOCAP_mp3/Ses05F_script01_1_F007_sad.mp3	negative
['Ses02F', 'script02', '1', 'M016']	IEMOCAP_mp3/Ses02F_script02_1_M016_exc.mp3	negative
['Ses03F', 'impro08', 'F028']	IEMOCAP_mp3/Ses03F_impro08_F028_neu.mp3	negative
['Ses02F', 'script01', '2', 'M007']	IEMOCAP_mp3/Ses02F_script01_2_M007_neu.mp3	negative
['Ses04F', 'script03', '2', 'F005']	IEMOCAP_mp3/Ses04F_script03_2_F005_ang.mp3	positive
['Ses01F', 'script02', '2', 'M031']	IEMOCAP_mp3/Ses01F_script02_2_M031_fru.mp3	negative
['Ses01F', 'script01', '1', 'F000']	IEMOCAP_mp3/Ses01F_script01_1_F000_fru.mp3	negative
['Ses01M', 'script01', '2', 'M000']	IEMOCAP_mp3/Ses01M_script01_2_M000_neu.mp3	negative
['Ses02M', 'impro08', 'M011']	IEMOCAP_mp3/Ses02M_impro08_M011_neu.mp3	negative
['Ses04F', 'impro04', 'F022']	IEMOCAP_mp3/Ses04F_impro04_F022_fru.mp3	negative
['Ses02M', 'impro06', 'M012']	IEMOCAP_mp3/Ses02M_impro06_M012_sad.mp3	negative
['Ses03M', 'script01', '1', 'F021']	IEMOCAP_mp3/Ses03M_script01_1_F021_neu.mp3	negative
['Ses02M', 'impro06', 'M015']	IEMOCAP_mp3/Ses02M_impro06_M015_sad.mp3	negative
['Ses03M', 'script01', '3', 'F019']	IEMOCAP_mp3/Ses03M_script01_3_F019_hap.mp3	negative
['Ses05M', 'impro04', 'M003']	IEMOCAP_mp3/Ses05M_impro04_M003_fru.mp3	negative
['Ses04F', 'script02', '1', 'M023']	IEMOCAP_mp3/Ses04F_script02_1_M023_exc.mp3	negative
['Ses03F', 'script01', '1', 'M050']	IEMOCAP_mp3/Ses03F_script01_1_M050_neu.mp3	negative
['Ses01M', 'impro02', 'M015']	IEMOCAP_mp3/Ses01M_impro02_M015_sad.mp3	negative
['Ses02M', 'impro06', 'F009']	IEMOCAP_mp3/Ses02M_impro06_F009_sad.mp3	negative
['Ses02F', 'impro04', 'M004']	IEMOCAP_mp3/Ses02F_impro04_M004_neu.mp3	negative
['Ses04F', 'script01', '1', 'M000']	IEMOCAP_mp3/Ses04F_script01_1_M000_neu.mp3	negative
['Ses05F', 'script01', '3', 'M027']	IEMOCAP_mp3/Ses05F_script01_3_M027_sad.mp3	negative
['Ses05M', 'script03', '2', 'F003']	IEMOCAP_mp3/Ses05M_script03_2_F003_fru.mp3	negative
['Ses02F', 'impro08', 'F026']	IEMOCAP_mp3/Ses02F_impro08_F026_neu.mp3	negative
['Ses02F', 'script01', '2', 'M011']	IEMOCAP_mp3/Ses02F_script01_2_M011_fru.mp3	negative
['Ses04F', 'impro04', 'F007']	IEMOCAP_mp3/Ses04F_impro04_F007_fru.mp3	negative
['Ses02M', 'script02', '1', 'M039']	IEMOCAP_mp3/Ses02M_script02_1_M039_exc.mp3	negative
['Ses05F', 'impro07', 'F023']	IEMOCAP_mp3/Ses05F_impro07_F023_exc.mp3	negative
['Ses03M', 'impro08a', 'F009']	IEMOCAP_mp3/Ses03M_impro08a_F009_fru.mp3	negative
['Ses01M', 'script02', '1', 'M021']	IEMOCAP_mp3/Ses01M_script02_1_M021_fru.mp3	negative
['Ses01F', 'impro06', 'M006']	IEMOCAP_mp3/Ses01F_impro06_M006_neu.mp3	negative
['Ses02M', 'script03', '2', 'F037']	IEMOCAP_mp3/Ses02M_script03_2_F037_ang.mp3	positive
['Ses03F', 'impro04', 'F022']	IEMOCAP_mp3/Ses03F_impro04_F022_sad.mp3	negative
['Ses04F', 'impro03', 'M005']	IEMOCAP_mp3/Ses04F_impro03_M005_exc.mp3	negative
['Ses02F', 'script03', '2', 'F042']	IEMOCAP_mp3/Ses02F_script03_2_F042_ang.mp3	positive
['Ses02F', 'script02', '1', 'F001']	IEMOCAP_mp3/Ses02F_script02_1_F001_neu.mp3	negative
['Ses04F', 'script02', '1', 'M004']	IEMOCAP_mp3/Ses04F_script02_1_M004_fru.mp3	negative
['Ses02M', 'script03', '2', 'M016']	IEMOCAP_mp3/Ses02M_script03_2_M016_neu.mp3	negative
['Ses02M', 'impro07', 'F009']	IEMOCAP_mp3/Ses02M_impro07_F009_exc.mp3	negative
['Ses04M', 'impro02', 'M020']	IEMOCAP_mp3/Ses04M_impro02_M020_fru.mp3	negative
['Ses05M', 'impro02', 'F008']	IEMOCAP_mp3/Ses05M_impro02_F008_sur.mp3	negative
['Ses04M', 'script03', '2', 'F037']	IEMOCAP_mp3/Ses04M_script03_2_F037_ang.mp3	positive
['Ses01M', 'script02', '2', 'F015']	IEMOCAP_mp3/Ses01M_script02_2_F015_ang.mp3	positive
['Ses04F', 'impro04', 'M013']	IEMOCAP_mp3/Ses04F_impro04_M013_neu.mp3	negative
['Ses04M', 'impro04', 'F007']	IEMOCAP_mp3/Ses04M_impro04_F007_neu.mp3	negative
['Ses05M', 'impro04', 'M026']	IEMOCAP_mp3/Ses05M_impro04_M026_fru.mp3	negative
['Ses04F', 'impro01', 'M022']	IEMOCAP_mp3/Ses04F_impro01_M022_fru.mp3	negative
['Ses05F', 'impro04', 'M022']	IEMOCAP_mp3/Ses05F_impro04_M022_neu.mp3	negative
['Ses03M', 'impro01', 'M008']	IEMOCAP_mp3/Ses03M_impro01_M008_fru.mp3	negative
['Ses01M', 'impro04', 'F014']	IEMOCAP_mp3/Ses01M_impro04_F014_neu.mp3	negative
['Ses04F', 'script02', '1', 'M030']	IEMOCAP_mp3/Ses04F_script02_1_M030_fru.mp3	negative
['Ses03F', 'script03', '2', 'F004']	IEMOCAP_mp3/Ses03F_script03_2_F004_neu.mp3	negative
['Ses03F', 'script01', '1', 'F007']	IEMOCAP_mp3/Ses03F_script01_1_F007_neu.mp3	negative
['Ses04F', 'impro07', 'F050']	IEMOCAP_mp3/Ses04F_impro07_F050_exc.mp3	negative
['Ses04M', 'impro01', 'M006']	IEMOCAP_mp3/Ses04M_impro01_M006_fru.mp3	negative
['Ses01M', 'script01', '3', 'M004']	IEMOCAP_mp3/Ses01M_script01_3_M004_neu.mp3	negative
['Ses04M', 'script02', '1', 'M029']	IEMOCAP_mp3/Ses04M_script02_1_M029_exc.mp3	negative
['Ses01M', 'impro07', 'M030']	IEMOCAP_mp3/Ses01M_impro07_M030_neu.mp3	negative
['Ses05F', 'script03', '1', 'M021']	IEMOCAP_mp3/Ses05F_script03_1_M021_exc.mp3	negative
['Ses04F', 'impro01', 'M011']	IEMOCAP_mp3/Ses04F_impro01_M011_ang.mp3	positive
['Ses02M', 'impro01', 'F021']	IEMOCAP_mp3/Ses02M_impro01_F021_fru.mp3	negative
['Ses02F', 'impro06', 'F012']	IEMOCAP_mp3/Ses02F_impro06_F012_sad.mp3	negative
['Ses05F', 'script01', '1', 'M002']	IEMOCAP_mp3/Ses05F_script01_1_M002_sad.mp3	negative
['Ses02M', 'impro02', 'F007']	IEMOCAP_mp3/Ses02M_impro02_F007_sad.mp3	negative
['Ses01F', 'impro06', 'F018']	IEMOCAP_mp3/Ses01F_impro06_F018_neu.mp3	negative
['Ses05M', 'impro08', 'F014']	IEMOCAP_mp3/Ses05M_impro08_F014_neu.mp3	negative
['Ses05M', 'impro03', 'M014']	IEMOCAP_mp3/Ses05M_impro03_M014_hap.mp3	negative
['Ses03F', 'impro07', 'F004']	IEMOCAP_mp3/Ses03F_impro07_F004_hap.mp3	negative
['Ses05M', 'impro04', 'F037']	IEMOCAP_mp3/Ses05M_impro04_F037_neu.mp3	negative
['Ses03M', 'impro04', 'F031']	IEMOCAP_mp3/Ses03M_impro04_F031_neu.mp3	negative
['Ses05F', 'script02', '1', 'M031']	IEMOCAP_mp3/Ses05F_script02_1_M031_exc.mp3	negative
['Ses02M', 'script02', '1', 'F009']	IEMOCAP_mp3/Ses02M_script02_1_F009_fru.mp3	negative
['Ses02M', 'script01', '2', 'F009']	IEMOCAP_mp3/Ses02M_script01_2_F009_fru.mp3	negative
['Ses05M', 'impro04', 'F033']	IEMOCAP_mp3/Ses05M_impro04_F033_fru.mp3	negative
['Ses02F', 'impro07', 'F010']	IEMOCAP_mp3/Ses02F_impro07_F010_exc.mp3	negative
['Ses05M', 'script01', '3', 'F022']	IEMOCAP_mp3/Ses05M_script01_3_F022_neu.mp3	negative
['Ses02F', 'script02', '2', 'M033']	IEMOCAP_mp3/Ses02F_script02_2_M033_neu.mp3	negative
['Ses01F', 'impro04', 'M004']	IEMOCAP_mp3/Ses01F_impro04_M004_neu.mp3	negative
['Ses05M', 'script03', '2', 'M009']	IEMOCAP_mp3/Ses05M_script03_2_M009_ang.mp3	positive
['Ses03M', 'impro08b', 'M020']	IEMOCAP_mp3/Ses03M_impro08b_M020_neu.mp3	negative
['Ses02F', 'script01', '2', 'M012']	IEMOCAP_mp3/Ses02F_script01_2_M012_fru.mp3	negative
['Ses05M', 'impro07', 'F004']	IEMOCAP_mp3/Ses05M_impro07_F004_hap.mp3	negative
['Ses05M', 'script03', '2', 'F035']	IEMOCAP_mp3/Ses05M_script03_2_F035_ang.mp3	positive
['Ses02M', 'script03', '2', 'M047']	IEMOCAP_mp3/Ses02M_script03_2_M047_ang.mp3	positive
['Ses05M', 'impro06', 'M006']	IEMOCAP_mp3/Ses05M_impro06_M006_sad.mp3	negative
['Ses02F', 'script01', '1', 'M040']	IEMOCAP_mp3/Ses02F_script01_1_M040_neu.mp3	negative
['Ses01M', 'script02', '1', 'F012']	IEMOCAP_mp3/Ses01M_script02_1_F012_fru.mp3	negative
['Ses04F', 'impro02', 'F007']	IEMOCAP_mp3/Ses04F_impro02_F007_sad.mp3	negative
['Ses04F', 'impro04', 'F003']	IEMOCAP_mp3/Ses04F_impro04_F003_fru.mp3	negative
['Ses05M', 'script02', '2', 'F027']	IEMOCAP_mp3/Ses05M_script02_2_F027_sad.mp3	negative
['Ses04M', 'impro04', 'M002']	IEMOCAP_mp3/Ses04M_impro04_M002_fru.mp3	negative
['Ses03M', 'impro04', 'F002']	IEMOCAP_mp3/Ses03M_impro04_F002_fru.mp3	negative
['Ses05M', 'script02', '2', 'F009']	IEMOCAP_mp3/Ses05M_script02_2_F009_ang.mp3	positive
['Ses01M', 'script03', '1', 'M039']	IEMOCAP_mp3/Ses01M_script03_1_M039_hap.mp3	negative
['Ses05M', 'impro05', 'M002']	IEMOCAP_mp3/Ses05M_impro05_M002_neu.mp3	negative
['Ses04M', 'impro04', 'M013']	IEMOCAP_mp3/Ses04M_impro04_M013_fru.mp3	negative
['Ses04M', 'impro07', 'M043']	IEMOCAP_mp3/Ses04M_impro07_M043_neu.mp3	negative
['Ses01M', 'impro06', 'F026']	IEMOCAP_mp3/Ses01M_impro06_F026_neu.mp3	negative
['Ses02F', 'script03', '2', 'M029']	IEMOCAP_mp3/Ses02F_script03_2_M029_fru.mp3	negative
['Ses03M', 'script02', '2', 'F036']	IEMOCAP_mp3/Ses03M_script02_2_F036_sad.mp3	negative
['Ses01F', 'script01', '3', 'F020']	IEMOCAP_mp3/Ses01F_script01_3_F020_hap.mp3	negative
['Ses04M', 'impro06', 'M003']	IEMOCAP_mp3/Ses04M_impro06_M003_sad.mp3	negative
['Ses05F', 'impro06', 'F004']	IEMOCAP_mp3/Ses05F_impro06_F004_sad.mp3	negative
['Ses02F', 'script03', '1', 'M031']	IEMOCAP_mp3/Ses02F_script03_1_M031_neu.mp3	negative
['Ses05F', 'impro05', 'M023']	IEMOCAP_mp3/Ses05F_impro05_M023_neu.mp3	negative
['Ses05F', 'impro02', 'F034']	IEMOCAP_mp3/Ses05F_impro02_F034_sad.mp3	negative
['Ses04M', 'script03', '2', 'M010']	IEMOCAP_mp3/Ses04M_script03_2_M010_ang.mp3	positive
['Ses01F', 'script03', '2', 'F024']	IEMOCAP_mp3/Ses01F_script03_2_F024_ang.mp3	positive
['Ses03F', 'script01', '2', 'M016']	IEMOCAP_mp3/Ses03F_script01_2_M016_ang.mp3	positive
['Ses02M', 'script02', '2', 'F029']	IEMOCAP_mp3/Ses02M_script02_2_F029_fru.mp3	negative
['Ses01F', 'impro05', 'M030']	IEMOCAP_mp3/Ses01F_impro05_M030_neu.mp3	negative
['Ses05M', 'impro05', 'M013']	IEMOCAP_mp3/Ses05M_impro05_M013_fru.mp3	negative
['Ses04M', 'impro08', 'M015']	IEMOCAP_mp3/Ses04M_impro08_M015_fru.mp3	negative
['Ses02F', 'script02', '1', 'M033']	IEMOCAP_mp3/Ses02F_script02_1_M033_neu.mp3	negative
['Ses03F', 'impro07', 'M003']	IEMOCAP_mp3/Ses03F_impro07_M003_neu.mp3	negative
['Ses03M', 'impro08a', 'F001']	IEMOCAP_mp3/Ses03M_impro08a_F001_fru.mp3	negative
['Ses04F', 'script02', '1', 'M027']	IEMOCAP_mp3/Ses04F_script02_1_M027_fru.mp3	negative
['Ses05F', 'impro08', 'M031']	IEMOCAP_mp3/Ses05F_impro08_M031_hap.mp3	negative
['Ses02M', 'script01', '1', 'M016']	IEMOCAP_mp3/Ses02M_script01_1_M016_neu.mp3	negative
['Ses04M', 'impro03', 'F025']	IEMOCAP_mp3/Ses04M_impro03_F025_exc.mp3	negative
['Ses03M', 'impro02', 'M003']	IEMOCAP_mp3/Ses03M_impro02_M003_sad.mp3	negative
['Ses05M', 'script02', '2', 'F023']	IEMOCAP_mp3/Ses05M_script02_2_F023_sad.mp3	negative
['Ses01M', 'script01', '3', 'F024']	IEMOCAP_mp3/Ses01M_script01_3_F024_sad.mp3	negative
['Ses01F', 'impro04', 'M003']	IEMOCAP_mp3/Ses01F_impro04_M003_neu.mp3	negative
['Ses04F', 'script02', '2', 'F007']	IEMOCAP_mp3/Ses04F_script02_2_F007_ang.mp3	positive
['Ses05F', 'impro04', 'F035']	IEMOCAP_mp3/Ses05F_impro04_F035_fru.mp3	negative
['Ses03M', 'impro03', 'M032']	IEMOCAP_mp3/Ses03M_impro03_M032_hap.mp3	negative
['Ses03M', 'impro02', 'M018']	IEMOCAP_mp3/Ses03M_impro02_M018_fru.mp3	negative
['Ses03M', 'script03', '1', 'F005']	IEMOCAP_mp3/Ses03M_script03_1_F005_exc.mp3	negative
['Ses03F', 'impro08', 'M010']	IEMOCAP_mp3/Ses03F_impro08_M010_ang.mp3	positive
['Ses01M', 'script01', '2', 'M001']	IEMOCAP_mp3/Ses01M_script01_2_M001_neu.mp3	negative
['Ses02M', 'script03', '2', 'M022']	IEMOCAP_mp3/Ses02M_script03_2_M022_fru.mp3	negative
['Ses03F', 'impro07', 'M015']	IEMOCAP_mp3/Ses03F_impro07_M015_exc.mp3	negative
['Ses02F', 'script01', '3', 'M033']	IEMOCAP_mp3/Ses02F_script01_3_M033_sad.mp3	negative
['Ses03M', 'impro01', 'F002']	IEMOCAP_mp3/Ses03M_impro01_F002_fru.mp3	negative
['Ses04F', 'impro02', 'F010']	IEMOCAP_mp3/Ses04F_impro02_F010_fru.mp3	negative
['Ses05F', 'script03', '2', 'F038']	IEMOCAP_mp3/Ses05F_script03_2_F038_ang.mp3	positive
['Ses01F', 'script01', '2', 'M001']	IEMOCAP_mp3/Ses01F_script01_2_M001_neu.mp3	negative
['Ses05F', 'impro07', 'M003']	IEMOCAP_mp3/Ses05F_impro07_M003_exc.mp3	negative
['Ses01M', 'impro05', 'F005']	IEMOCAP_mp3/Ses01M_impro05_F005_neu.mp3	negative
['Ses02F', 'impro07', 'M029']	IEMOCAP_mp3/Ses02F_impro07_M029_exc.mp3	negative
['Ses03M', 'script02', '1', 'M004']	IEMOCAP_mp3/Ses03M_script02_1_M004_exc.mp3	negative
['Ses05M', 'impro04', 'M013']	IEMOCAP_mp3/Ses05M_impro04_M013_fru.mp3	negative
['Ses04M', 'script03', '1', 'F029']	IEMOCAP_mp3/Ses04M_script03_1_F029_exc.mp3	negative
['Ses03F', 'script01', '1', 'F019']	IEMOCAP_mp3/Ses03F_script01_1_F019_neu.mp3	negative
['Ses05F', 'script01', '2', 'M012']	IEMOCAP_mp3/Ses05F_script01_2_M012_fru.mp3	negative
['Ses03M', 'impro02', 'M000']	IEMOCAP_mp3/Ses03M_impro02_M000_sad.mp3	negative
['Ses02F', 'impro02', 'M006']	IEMOCAP_mp3/Ses02F_impro02_M006_fru.mp3	negative
['Ses01M', 'impro04', 'M020']	IEMOCAP_mp3/Ses01M_impro04_M020_fru.mp3	negative
['Ses04F', 'impro07', 'M066']	IEMOCAP_mp3/Ses04F_impro07_M066_neu.mp3	negative
['Ses02F', 'impro05', 'M005']	IEMOCAP_mp3/Ses02F_impro05_M005_neu.mp3	negative
['Ses05M', 'script01', '2', 'M001']	IEMOCAP_mp3/Ses05M_script01_2_M001_neu.mp3	negative
['Ses04M', 'impro02', 'F019']	IEMOCAP_mp3/Ses04M_impro02_F019_fru.mp3	negative
['Ses02M', 'script03', '1', 'M016']	IEMOCAP_mp3/Ses02M_script03_1_M016_sad.mp3	negative
['Ses03F', 'script01', '1', 'F039']	IEMOCAP_mp3/Ses03F_script01_1_F039_fru.mp3	negative
['Ses05F', 'impro05', 'M025']	IEMOCAP_mp3/Ses05F_impro05_M025_neu.mp3	negative
['Ses05M', 'script01', '1', 'F025']	IEMOCAP_mp3/Ses05M_script01_1_F025_neu.mp3	negative
['Ses05F', 'script03', '1', 'F006']	IEMOCAP_mp3/Ses05F_script03_1_F006_exc.mp3	negative
['Ses03F', 'script02', '2', 'M006']	IEMOCAP_mp3/Ses03F_script02_2_M006_fru.mp3	negative
['Ses05M', 'impro06', 'M011']	IEMOCAP_mp3/Ses05M_impro06_M011_sad.mp3	negative
['Ses02F', 'script01', '3', 'M034']	IEMOCAP_mp3/Ses02F_script01_3_M034_sad.mp3	negative
['Ses04M', 'script02', '1', 'M020']	IEMOCAP_mp3/Ses04M_script02_1_M020_exc.mp3	negative
['Ses03F', 'impro07', 'F035']	IEMOCAP_mp3/Ses03F_impro07_F035_hap.mp3	negative
['Ses05F', 'impro05', 'M036']	IEMOCAP_mp3/Ses05F_impro05_M036_neu.mp3	negative
['Ses01M', 'impro06', 'M016']	IEMOCAP_mp3/Ses01M_impro06_M016_sad.mp3	negative
['Ses05M', 'impro08', 'F000']	IEMOCAP_mp3/Ses05M_impro08_F000_fru.mp3	negative
['Ses03M', 'impro08a', 'F035']	IEMOCAP_mp3/Ses03M_impro08a_F035_fru.mp3	negative
['Ses02F', 'impro01', 'M012']	IEMOCAP_mp3/Ses02F_impro01_M012_fru.mp3	negative
['Ses01F', 'script03', '1', 'F005']	IEMOCAP_mp3/Ses01F_script03_1_F005_hap.mp3	negative
['Ses04F', 'impro04', 'M025']	IEMOCAP_mp3/Ses04F_impro04_M025_fru.mp3	negative
['Ses05F', 'impro04', 'M032']	IEMOCAP_mp3/Ses05F_impro04_M032_neu.mp3	negative
['Ses02F', 'script03', '2', 'M027']	IEMOCAP_mp3/Ses02F_script03_2_M027_ang.mp3	positive
['Ses02F', 'script02', '1', 'F013']	IEMOCAP_mp3/Ses02F_script02_1_F013_fru.mp3	negative
['Ses03F', 'impro02', 'F029']	IEMOCAP_mp3/Ses03F_impro02_F029_sad.mp3	negative
['Ses03M', 'script02', '1', 'M034']	IEMOCAP_mp3/Ses03M_script02_1_M034_exc.mp3	negative
['Ses01M', 'script02', '2', 'M051']	IEMOCAP_mp3/Ses01M_script02_2_M051_neu.mp3	negative
['Ses05M', 'script01', '1b', 'M008']	IEMOCAP_mp3/Ses05M_script01_1b_M008_fru.mp3	negative
['Ses03M', 'impro08a', 'F005']	IEMOCAP_mp3/Ses03M_impro08a_F005_fru.mp3	negative
['Ses03M', 'script02', '2', 'F004']	IEMOCAP_mp3/Ses03M_script02_2_F004_ang.mp3	positive
['Ses05M', 'impro06', 'M018']	IEMOCAP_mp3/Ses05M_impro06_M018_sad.mp3	negative
['Ses05F', 'impro04', 'M017']	IEMOCAP_mp3/Ses05F_impro04_M017_neu.mp3	negative
['Ses04F', 'impro02', 'M004']	IEMOCAP_mp3/Ses04F_impro02_M004_sad.mp3	negative
['Ses05F', 'impro03', 'M007']	IEMOCAP_mp3/Ses05F_impro03_M007_exc.mp3	negative
